plot_id,strata,group,geometry,xproj,yproj
CEFL-FUELS-178P,SE_W-under5-Unburned-none,South Fork,"c(344579.711699379, 4025090.27429268)",344579.7116993794,4025090.274292678
DILL-FUELS-179P,NW_E-under5-Low-one,Dennison,"c(345557.131958013, 4019515.66758251)",345557.1319580134,4019515.6675825114
DILL-FUELS-180P,NW_E-under5-Low-one,Dennison,"c(345654.090915819, 4019412.74417505)",345654.09091581934,4019412.7441750458
EDCR-FUELS-181P,NW_E-under5-Moderate-one,Eden,"c(343849.431566629, 4028958.95634806)",343849.4315666286,4028958.956348059
GARF-FUELS-182P,NW_E-under5-Moderate-one,Dennison,"c(344321.675823226, 4021652.03982282)",344321.67582322634,4021652.0398228196
GRGR-FUELS-183P,NW_E-over5-Unburned-none,Grant Grove,"c(323193.234573028, 4068314.48470196)",323193.2345730276,4068314.4847019613
GRGR-FUELS-184P,SE_W-over5-High-one,Grant Grove,"c(323079.209502944, 4069466.83181916)",323079.209502944,4069466.8318191576
GIFO-FUELS-185P,NW_E-under5-High-one,Giant Forest,"c(340029.682345454, 4047708.11776895)",340029.682345454,4047708.117768953
GIFO-FUELS-186P,SE_W-under5-Moderate-many,Giant Forest,"c(340120.50120244, 4049003.82726113)",340120.50120244024,4049003.827261134
GIFO-FUELS-187P,SE_W-under5-Moderate-many,Giant Forest,"c(341330.901476822, 4047667.32558391)",341330.9014768218,4047667.3255839124
GRCR-FUELS-188P,NW_E-under5-Low-one,Redwood Meadow,"c(354415.977414075, 4044809.84517801)",354415.977414075,4044809.845178013
NEOR-FUELS-189P,NW_E-under5-Moderate-one,Oreole,"c(344246.856156113, 4035239.6430879)",344246.85615611274,4035239.643087898
NEOR-FUELS-190P,SE_W-under5-Moderate-one,Oreole,"c(344655.04570985, 4035476.58842835)",344655.0457098502,4035476.5884283464
ORLA-FUELS-191P,NW_E-under5-Low-one,Oreole,"c(345870.299856154, 4037486.26755902)",345870.2998561538,4037486.2675590185
PIRI-FUELS-192P,SE_W-under5-Moderate-one,Muir,"c(333739.886871449, 4054797.74548115)",333739.88687144895,4054797.7454811507
RECR-FUELS-193P,SE_W-under5-Moderate-many,Atwell,"c(347230.817768569, 4036145.1054549)",347230.81776856945,4036145.105454903
SKAG-FUELS-194P,SE_W-under5-Unburned-none,Muir,"c(334919.094248871, 4054061.52515182)",334919.0942488706,4054061.525151824
SQCR-FUELS-195P,SE_W-under5-Moderate-one,Oreole,"c(342909.805674609, 4037329.25314979)",342909.8056746091,4037329.253149785
SUWA-FUELS-196P,NW_E-under5-Low-many,Giant Forest,"c(339371.502051982, 4050675.47881311)",339371.5020519821,4050675.478813112
SUWA-FUELS-197P,SE_W-under5-Low-many,Giant Forest,"c(338766.226763281, 4050544.62587397)",338766.2267632813,4050544.625873969
